Код станции,Название станции,Тип станции
229104,"Макеево-Московское, МОС ",Грузовая станция
692807,"Макинка, КЗХ ",Грузовая станция
942800,"Маккавеево, ЗАБ ",Грузовая станция
647430,"Маклауш, КБШ ",
226500,"Маклец, МОС ",Грузовая станция
328121,"Маково, ЮЗА ",Станция
326501,"Макошино, ЮЗА ",Грузовая станция
51905,"Максатиха, ОКТ ",Грузовая станция
446703,"Максимовка, ЮЖН ",Грузовая станция
361204,"Максимовка-Тернопольская, ЛЬВ ",Грузовая станция
172438,"Максимово, МОС ",
697001,"Мактаарал, КЗХ ",Грузовая станция
702905,"Мактаарал (эксп.), КЗХ ",Погранпереход
38703,"Лисий Нос (эксп.), ОКТ ","Перевалка на море и экспорт 
Грузовая станция 
Международный экс"
498500,"Лисичанск, ДОН ",Грузовая станция
150246,"Лисички, БЕЛ ",Разъезд
154430,"Лиски, БЕЛ ",
582005,"Лиски, ЮВО ",Грузовая станция
582109,"Лиски (перев.), ЮВО ","Перевалка на реку 
Грузовая станция"
333505,"Лисоводы, ЮЗА ",Грузовая станция
295214,"Лиственничный (рзд), СЕВ ",
220542,"Листвянка, МОС ",Станция
873009,"Литвиново, ЗСИ ",Грузовая станция
964301,"Литовко, ДВО ",Грузовая станция
443300,"Лихачево, ЮЖН ",Грузовая станция
580003,"Лихая, СКА ",Грузовая станция
577134,"Лихи, ГРУ ",Станция
198813,"Лихоборы, МОС ",Грузовая станция
62100,"Лихославль, ОКТ ",Грузовая станция
98013,"Личи, ЛАТ ",
788605,"Лобазиха, СВЕ ",Грузовая станция
593601,"Лобаново, ЮВО ",Грузовая станция
774208,"Лобва, СВЕ ",Грузовая станция
845615,"Лобзоватый, ЗСИ ",
237908,"Лобня, МОС ",Грузовая станция
501807,"Лобовские Копи, ДОН ",Грузовая станция
160910,"Ловша, БЕЛ ",Станция
614102,"Лог, ПРИ ",Грузовая станция
828934,"Логовушка, ЮУР ",
111107,"Лоде, ЛАТ ",Погранпереход
49106,"Лодейное Поле, ОКТ ",Грузовая станция
47906,"Лодейное Поле (перев.), ОКТ ","Перевалка на море 
Грузовая станция"
290916,"Лодьма, СЕВ ",Разъезд
